,clust,Vehicle Class,Total Claim Amount,Sales Channel,Customer Lifetime Value,Coverage,Effective To Date,EmploymentStatus,Gender,Income,Marital Status,Monthly Premium Auto,Response,Location Code,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Renew Offer Type,Vehicle Size
1354,0,Four-Door Car,388.8,Agent,3126.271893,Extended,2/18/11,Employed,M,34510,Divorced,81,No,Suburban,0,54,0,1,Personal Auto,Offer2,Small
1355,0,Two-Door Car,777.6,Agent,3530.007745,Premium,11/2/2011,Unemployed,M,0,Single,108,No,Suburban,7,55,0,1,Corporate Auto,Offer1,Medsize
1356,0,Two-Door Car,262.047663,Branch,5029.296953,Basic,1/19/11,Employed,M,40113,Divorced,67,No,Urban,2,43,3,5,Corporate Auto,Offer1,Medsize
1357,0,SUV,638.4,Agent,4772.943848,Extended,2/18/11,Retired,M,20993,Divorced,133,Yes,Suburban,35,90,0,1,Personal Auto,Offer2,Medsize
1358,0,Two-Door Car,292.8,Call Center,2202.3352,Basic,1/22/11,Unemployed,F,0,Married,61,No,Suburban,2,34,1,1,Personal Auto,Offer1,Medsize
1359,0,Four-Door Car,355.2,Agent,8717.049833,Basic,2/14/11,Employed,M,83846,Married,74,Yes,Suburban,22,94,3,2,Personal Auto,Offer2,Large
1360,0,Four-Door Car,412.8,Branch,10373.88882,Extended,2/1/2011,Employed,F,62587,Married,86,No,Suburban,30,47,0,2,Personal Auto,Offer2,Medsize
1361,0,Two-Door Car,496.8,Call Center,7250.029606,Basic,1/2/2011,Unemployed,M,0,Single,69,No,Suburban,17,10,0,2,Personal Auto,Offer4,Medsize
1362,0,SUV,513.6,Agent,4307.422775,Basic,1/17/11,Employed,M,73345,Married,107,No,Suburban,7,62,0,1,Personal Auto,Offer4,Medsize
1363,0,Four-Door Car,989.105367,Agent,3040.253837,Extended,1/31/11,Unemployed,F,0,Single,83,No,Suburban,30,44,0,1,Personal Auto,Offer1,Small
1364,2,Luxury SUV,1294.700423,Agent,19160.98994,Extended,2/20/11,Employed,F,22705,Divorced,239,Yes,Suburban,19,59,0,7,Personal Auto,Offer2,Medsize
1365,0,SUV,972.0,Agent,5391.078171,Extended,2/20/11,Employed,M,21440,Married,135,No,Suburban,7,19,0,1,Personal Auto,Offer3,Medsize
1366,2,Four-Door Car,321.6,Agent,5285.307579,Basic,1/22/11,Employed,F,22627,Married,67,No,Suburban,19,43,0,8,Personal Auto,Offer2,Medsize
1367,0,SUV,253.364333,Web,8024.992989,Basic,12/2/2011,Employed,F,38702,Married,101,No,Rural,7,32,3,3,Personal Auto,Offer1,Large
1368,0,Two-Door Car,340.8,Agent,2810.464447,Basic,2/27/11,Employed,M,26790,Married,71,Yes,Suburban,4,41,0,1,Personal Auto,Offer2,Medsize
1369,2,Four-Door Car,266.949266,Call Center,7739.550403,Extended,3/1/2011,Employed,F,64859,Married,96,No,Urban,24,11,0,8,Personal Auto,Offer3,Medsize
1370,0,Four-Door Car,479.097472,Web,2175.740021,Basic,5/2/2011,Unemployed,F,0,Single,61,No,Suburban,31,15,0,1,Personal Auto,Offer1,Medsize
1371,0,Two-Door Car,494.847804,Agent,3275.16199,Extended,1/23/11,Employed,F,69263,Married,81,No,Suburban,8,12,2,1,Personal Auto,Offer3,Medsize
1372,0,Two-Door Car,316.8,Web,2652.695343,Basic,1/1/2011,Employed,M,82655,Married,66,No,Suburban,8,93,0,1,Personal Auto,Offer2,Medsize
1373,0,Four-Door Car,312.0,Branch,5048.226244,Basic,11/2/2011,Employed,F,29401,Single,65,No,Suburban,30,56,0,4,Personal Auto,Offer1,Small
1374,2,Four-Door Car,379.2,Web,5515.41017,Extended,2/28/11,Unemployed,M,0,Divorced,79,No,Suburban,5,62,0,7,Special Auto,Offer2,Small
1375,0,Two-Door Car,378.695238,Call Center,4858.429375,Basic,12/2/2011,Employed,F,26480,Divorced,63,No,Suburban,13,17,0,3,Personal Auto,Offer2,Medsize
1376,0,Four-Door Car,292.8,Agent,2144.921535,Basic,6/1/2011,Unemployed,F,0,Single,61,No,Suburban,34,35,1,1,Personal Auto,Offer2,Medsize
1377,2,Two-Door Car,904.385726,Web,6042.618486,Extended,1/1/2011,Unemployed,M,0,Single,83,No,Suburban,12,21,0,5,Personal Auto,Offer4,Medsize
1378,0,Four-Door Car,93.623377,Agent,3387.203337,Extended,1/20/11,Employed,F,73268,Married,84,No,Rural,18,18,0,1,Personal Auto,Offer3,Medsize
1379,0,Four-Door Car,308.631159,Agent,10864.27491,Basic,9/2/2011,Employed,F,95579,Single,67,No,Urban,19,78,0,2,Personal Auto,Offer1,Medsize
1380,0,Sports Car,396.17554,Branch,8842.650024,Basic,2/21/11,Employed,F,42142,Single,112,No,Urban,1,8,0,3,Personal Auto,Offer4,Medsize
1381,0,SUV,537.6,Agent,4389.279424,Basic,6/2/2011,Employed,M,26676,Married,112,No,Suburban,7,96,0,1,Personal Auto,Offer2,Large
1382,0,Sports Car,251.429988,Agent,30763.25637,Basic,6/1/2011,Employed,M,41279,Single,115,No,Rural,1,30,0,2,Personal Auto,Offer3,Medsize
1383,1,Luxury SUV,1965.6,Branch,20725.37773,Premium,2/2/2011,Disabled,M,15529,Married,273,No,Suburban,1,64,0,9,Personal Auto,Offer3,Small
1384,2,SUV,1448.994134,Branch,8591.305411,Extended,1/15/11,Unemployed,M,0,Single,128,No,Suburban,4,24,0,6,Corporate Auto,Offer1,Medsize
1385,0,Four-Door Car,340.8,Call Center,2646.573754,Basic,1/28/11,Disabled,F,23170,Divorced,71,No,Suburban,21,67,0,1,Personal Auto,Offer1,Medsize
1386,0,Two-Door Car,208.659743,Branch,4607.244307,Basic,7/1/2011,Disabled,F,17343,Single,63,No,Urban,9,92,0,5,Corporate Auto,Offer2,Medsize
1387,2,Four-Door Car,396.284835,Branch,4860.62003,Basic,1/23/11,Medical Leave,M,25854,Single,68,No,Suburban,24,37,0,9,Personal Auto,Offer1,Medsize
1388,0,Four-Door Car,316.8,Web,2580.849899,Basic,9/2/2011,Employed,M,46900,Married,66,Yes,Suburban,13,59,0,1,Corporate Auto,Offer2,Medsize
1389,0,SUV,369.818708,Branch,8646.504109,Basic,2/1/2011,Employed,F,64125,Married,108,Yes,Urban,3,44,0,3,Corporate Auto,Offer2,Large
1390,0,Two-Door Car,458.568921,Call Center,8405.752991,Basic,1/30/11,Employed,M,85355,Married,71,No,Suburban,34,47,2,2,Personal Auto,Offer2,Small
1391,0,Four-Door Car,379.2,Branch,3096.511217,Extended,12/2/2011,Employed,F,21604,Divorced,79,Yes,Suburban,14,28,0,1,Personal Auto,Offer1,Medsize
1392,0,SUV,513.6,Agent,29412.2893,Basic,1/17/11,Unemployed,M,0,Divorced,107,No,Suburban,0,62,0,2,Personal Auto,Offer3,Medsize
1393,0,Four-Door Car,414.519064,Call Center,5898.733666,Extended,2/17/11,Employed,F,53998,Divorced,78,No,Suburban,5,38,5,8,Personal Auto,Offer1,Medsize
1394,0,Two-Door Car,350.4,Agent,17497.52201,Basic,2/28/11,Unemployed,M,0,Divorced,73,Yes,Suburban,9,94,0,2,Personal Auto,Offer1,Medsize
1395,0,Four-Door Car,87.861666,Call Center,3218.608644,Extended,1/13/11,Employed,F,68776,Married,80,No,Rural,28,78,0,1,Personal Auto,Offer3,Medsize
1396,0,Four-Door Car,192.144838,Agent,23207.26972,Extended,1/16/11,Employed,F,45039,Married,96,No,Rural,27,94,0,2,Personal Auto,Offer1,Large
1397,0,Four-Door Car,160.07526,Call Center,8032.401911,Basic,9/2/2011,Employed,M,27658,Married,68,No,Rural,4,75,0,2,Personal Auto,Offer3,Medsize
1398,0,Four-Door Car,561.6,Agent,13918.5348,Premium,8/1/2011,Employed,M,64113,Divorced,117,No,Suburban,24,32,0,2,Special Auto,Offer1,Medsize
1399,0,Two-Door Car,416.365369,Call Center,8966.309774,Extended,1/30/11,Employed,M,41829,Married,76,No,Suburban,11,41,0,2,Personal Auto,Offer2,Medsize
1400,0,Two-Door Car,257.248789,Agent,11981.98481,Basic,1/20/11,Retired,F,21514,Married,62,Yes,Urban,0,59,0,2,Personal Auto,Offer1,Medsize
1401,2,Four-Door Car,331.2,Call Center,5532.629846,Basic,5/1/2011,Employed,M,27722,Divorced,69,No,Suburban,3,29,0,9,Personal Auto,Offer3,Medsize
1402,0,Sports Car,826.658992,Agent,11660.57298,Premium,2/19/11,Employed,F,21506,Divorced,151,No,Suburban,11,42,0,4,Personal Auto,Offer2,Medsize
1403,0,Four-Door Car,486.278557,Agent,2886.451602,Extended,1/20/11,Retired,F,10312,Married,78,Yes,Suburban,10,63,0,1,Personal Auto,Offer2,Large
1404,0,SUV,419.365958,Branch,12741.84754,Basic,7/1/2011,Employed,F,73054,Married,106,Yes,Urban,34,36,1,2,Personal Auto,Offer1,Medsize
1405,0,Four-Door Car,321.6,Agent,5398.098108,Basic,1/21/11,Employed,F,73775,Divorced,67,No,Suburban,14,51,0,3,Personal Auto,Offer2,Medsize
1406,0,Four-Door Car,386.031248,Agent,7285.030983,Basic,2/28/11,Employed,M,44788,Married,61,Yes,Suburban,6,48,0,2,Corporate Auto,Offer2,Small
1407,0,Four-Door Car,456.0,Web,17651.96339,Extended,1/31/11,Medical Leave,F,22510,Single,95,No,Suburban,19,48,0,2,Personal Auto,Offer1,Small
1408,1,Luxury SUV,731.559007,Call Center,17029.89338,Extended,9/2/2011,Employed,M,54613,Divorced,213,No,Urban,29,62,0,5,Personal Auto,Offer1,Medsize
1409,0,Four-Door Car,329.206567,Agent,2491.257604,Basic,12/2/2011,Medical Leave,F,25965,Divorced,65,Yes,Suburban,23,27,0,1,Personal Auto,Offer1,Medsize
1410,0,SUV,126.779673,Agent,4039.315002,Basic,1/13/11,Employed,F,34911,Divorced,105,No,Rural,6,31,1,1,Personal Auto,Offer4,Large
1411,0,Two-Door Car,225.578841,Agent,2619.337376,Basic,5/2/2011,Employed,M,78618,Divorced,66,Yes,Urban,7,56,0,1,Special Auto,Offer1,Medsize
1412,2,Four-Door Car,294.284951,Call Center,5049.689638,Basic,1/1/2011,Employed,F,61080,Single,66,No,Urban,7,41,2,9,Personal Auto,Offer1,Medsize
1413,0,Two-Door Car,72.665253,Branch,4983.457132,Basic,10/1/2011,Employed,F,60415,Divorced,62,No,Rural,10,31,0,5,Personal Auto,Offer2,Small
1414,0,Four-Door Car,8.737111,Branch,2530.639412,Basic,2/15/11,Medical Leave,F,25143,Divorced,66,No,Rural,34,38,0,1,Corporate Auto,Offer1,Medsize
1415,0,Four-Door Car,394.582401,Branch,7396.719746,Basic,1/30/11,Employed,M,41045,Single,64,No,Suburban,9,28,1,2,Personal Auto,Offer2,Medsize
1416,0,Four-Door Car,97.176153,Web,3832.898507,Extended,2/20/11,Employed,M,97729,Married,95,No,Rural,18,21,0,1,Personal Auto,Offer2,Medsize
1417,2,Four-Door Car,151.13336,Agent,4961.405917,Basic,1/22/11,Employed,F,55702,Married,61,No,Rural,13,55,0,6,Personal Auto,Offer1,Medsize
1418,0,Four-Door Car,281.110788,Branch,3861.486269,Extended,6/1/2011,Employed,F,93272,Married,95,Yes,Urban,3,54,0,1,Personal Auto,Offer2,Medsize
1419,0,Four-Door Car,404.817249,Branch,22658.53652,Basic,1/25/11,Retired,M,23665,Married,67,Yes,Suburban,19,50,0,2,Personal Auto,Offer1,Medsize
1420,0,SUV,523.815839,Branch,10408.96865,Basic,2/18/11,Retired,M,20228,Divorced,101,Yes,Suburban,3,43,1,2,Personal Auto,Offer1,Medsize
1421,2,Four-Door Car,316.8,Call Center,4834.710493,Basic,1/31/11,Employed,F,38713,Divorced,66,Yes,Suburban,31,69,4,6,Personal Auto,Offer2,Medsize
1422,0,Four-Door Car,424.330166,Call Center,8257.666512,Basic,12/1/2011,Disabled,F,23815,Married,73,Yes,Suburban,4,47,0,2,Personal Auto,Offer2,Medsize
1423,0,Four-Door Car,446.4,Branch,3052.629532,Extended,12/1/2011,Unemployed,F,0,Divorced,93,No,Suburban,15,31,3,1,Personal Auto,Offer1,Large
1424,0,Two-Door Car,475.2,Agent,4012.319346,Extended,1/18/11,Employed,F,47221,Married,99,No,Suburban,8,79,0,1,Personal Auto,Offer1,Large
1425,0,SUV,389.673944,Branch,13355.48637,Basic,1/14/11,Employed,M,34495,Married,113,No,Urban,27,29,0,2,Personal Auto,Offer3,Medsize
1426,0,Four-Door Car,199.37361,Branch,2364.43161,Basic,1/18/11,Employed,M,46264,Single,62,No,Urban,17,75,0,1,Corporate Auto,Offer4,Medsize
1427,0,Two-Door Car,302.4,Branch,2489.337928,Basic,2/15/11,Employed,M,46051,Married,63,No,Suburban,16,34,0,1,Personal Auto,Offer3,Large
1428,0,SUV,614.4,Agent,4755.720009,Extended,11/2/2011,Retired,F,23975,Married,128,No,Suburban,8,39,0,1,Corporate Auto,Offer1,Small
1429,0,Four-Door Car,580.886785,Agent,13864.38495,Basic,2/18/11,Unemployed,F,0,Single,74,No,Suburban,4,12,4,2,Personal Auto,Offer1,Large
1430,0,Two-Door Car,355.2,Branch,3020.424822,Basic,2/13/11,Employed,F,78561,Married,74,No,Suburban,7,50,0,1,Personal Auto,Offer1,Medsize
1431,2,Two-Door Car,432.0,Agent,6285.305195,Extended,7/2/2011,Unemployed,M,0,Single,90,No,Suburban,4,63,0,7,Personal Auto,Offer1,Medsize
1432,0,Four-Door Car,302.4,Agent,2506.021971,Basic,2/21/11,Employed,F,61402,Married,63,No,Suburban,14,56,2,1,Special Auto,Offer1,Medsize
1433,0,Four-Door Car,73.995096,Agent,2826.307641,Basic,12/1/2011,Employed,M,65090,Married,71,No,Rural,28,3,0,1,Personal Auto,Offer3,Medsize
1434,0,Two-Door Car,535.926948,Branch,4369.71794,Premium,11/1/2011,Employed,M,88495,Married,108,No,Suburban,2,83,0,1,Personal Auto,Offer1,Medsize
1435,0,Sports Car,88.173438,Agent,12174.58795,Basic,1/30/11,Employed,M,52797,Married,104,No,Rural,14,13,1,2,Personal Auto,Offer1,Small
1436,0,Two-Door Car,441.6,Branch,3528.044252,Extended,1/2/2011,Employed,M,31278,Married,92,Yes,Suburban,24,95,4,1,Personal Auto,Offer1,Medsize
1437,0,Four-Door Car,441.6,Agent,10436.57466,Extended,6/2/2011,Medical Leave,F,24177,Married,92,No,Suburban,4,37,1,2,Personal Auto,Offer1,Medsize
1438,0,Four-Door Car,293.205349,Branch,2746.121383,Basic,6/1/2011,Employed,F,96339,Married,68,No,Urban,1,44,0,1,Corporate Auto,Offer2,Medsize
1439,2,Four-Door Car,222.582872,Agent,9175.171899,Premium,1/28/11,Employed,M,68164,Single,119,No,Rural,27,37,2,6,Personal Auto,Offer1,Small
1440,2,Two-Door Car,340.8,Agent,4979.079933,Basic,1/29/11,Unemployed,M,0,Single,71,No,Suburban,17,57,0,5,Personal Auto,Offer2,Medsize
1441,0,Four-Door Car,326.4,Branch,2585.937023,Basic,2/19/11,Disabled,F,21603,Married,68,No,Suburban,11,46,2,1,Personal Auto,Offer4,Large
1442,0,Four-Door Car,117.744416,Branch,9449.745947,Basic,10/2/2011,Unemployed,F,0,Married,63,No,Rural,11,20,0,2,Special Auto,Offer1,Medsize
1443,2,Two-Door Car,524.836298,Branch,4568.819387,Basic,6/2/2011,Unemployed,M,0,Single,70,No,Suburban,5,33,1,7,Personal Auto,Offer1,Medsize
1444,0,Four-Door Car,42.689135,Web,2574.020376,Basic,1/14/11,Employed,F,34990,Single,65,Yes,Rural,23,73,0,1,Personal Auto,Offer2,Medsize
1445,0,Sports Car,523.2,Call Center,8789.88406,Basic,2/22/11,Employed,F,22849,Married,109,No,Suburban,5,75,0,4,Personal Auto,Offer1,Medsize
1446,0,Four-Door Car,174.086385,Agent,2507.407815,Basic,2/18/11,Employed,M,32893,Married,63,No,Urban,13,14,0,1,Personal Auto,Offer3,Medsize
1447,0,Two-Door Car,350.4,Branch,2522.41457,Basic,1/22/11,Unemployed,M,0,Single,73,No,Suburban,24,15,0,1,Corporate Auto,Offer2,Medsize
1448,1,SUV,1186.972445,Branch,7542.713967,Basic,1/29/11,Unemployed,M,0,Single,111,No,Suburban,7,25,0,3,Personal Auto,Offer3,Medsize
1449,2,Four-Door Car,364.8,Agent,6005.214792,Extended,12/1/2011,Employed,M,26876,Single,76,Yes,Suburban,17,72,0,8,Corporate Auto,Offer1,Medsize
1450,0,Four-Door Car,84.494022,Web,20998.25947,Basic,1/25/11,Employed,M,71663,Married,74,No,Rural,23,22,0,2,Corporate Auto,Offer2,Medsize
1451,0,Four-Door Car,331.2,Agent,2345.084479,Basic,2/22/11,Unemployed,M,0,Single,69,No,Suburban,1,56,0,1,Personal Auto,Offer1,Medsize
1452,2,SUV,806.4,Call Center,8783.165364,Basic,3/1/2011,Disabled,F,16994,Married,112,No,Suburban,25,12,0,8,Personal Auto,Offer1,Medsize
1453,0,Sports Car,46.104534,Agent,4529.965388,Basic,2/21/11,Employed,M,64270,Single,117,No,Rural,12,58,0,1,Personal Auto,Offer2,Small
1454,0,Four-Door Car,597.6,Call Center,6033.222351,Extended,2/16/11,Unemployed,F,0,Single,83,No,Suburban,4,3,0,3,Corporate Auto,Offer2,Medsize
1455,0,SUV,358.765757,Web,5308.246978,Premium,1/17/11,Unemployed,F,0,Single,145,No,Rural,29,70,0,1,Personal Auto,Offer2,Medsize
1456,0,Four-Door Car,331.2,Call Center,2674.730716,Basic,2/15/11,Employed,M,56342,Single,69,Yes,Suburban,12,89,0,1,Personal Auto,Offer2,Small
1457,2,Four-Door Car,837.438442,Call Center,4929.8075,Basic,1/27/11,Unemployed,F,0,Single,70,No,Suburban,25,21,0,6,Personal Auto,Offer4,Medsize
1458,1,Luxury Car,888.0,Web,14131.12134,Basic,9/1/2011,Employed,M,28327,Single,185,No,Suburban,29,26,0,3,Personal Auto,Offer4,Medsize
1459,0,Two-Door Car,114.273025,Agent,2471.528431,Basic,1/15/11,Employed,M,95697,Married,61,Yes,Rural,16,55,0,1,Personal Auto,Offer2,Medsize
1460,2,Four-Door Car,364.8,Agent,6005.214792,Extended,12/1/2011,Employed,M,26876,Single,76,Yes,Suburban,17,72,0,8,Personal Auto,Offer1,Medsize
1461,0,Four-Door Car,734.4,Agent,14082.63918,Premium,1/19/11,Unemployed,M,0,Single,102,No,Suburban,17,91,0,2,Personal Auto,Offer1,Large
1462,0,Two-Door Car,657.808231,Branch,19116.56806,Basic,1/31/11,Unemployed,F,0,Single,61,No,Suburban,31,43,0,2,Personal Auto,Offer1,Small
1463,0,Four-Door Car,403.2,Agent,6631.665538,Extended,1/18/11,Employed,M,32918,Married,84,No,Suburban,33,69,0,3,Personal Auto,Offer3,Medsize
1464,0,Four-Door Car,447.333545,Web,7432.299921,Basic,1/27/11,Unemployed,F,0,Single,71,No,Suburban,4,76,0,2,Personal Auto,Offer2,Medsize
1465,0,Two-Door Car,174.292234,Agent,2928.115104,Basic,1/24/11,Employed,M,63127,Married,74,No,Rural,35,17,1,1,Personal Auto,Offer4,Large
1466,1,SUV,979.2,Branch,46611.87375,Extended,6/2/2011,Employed,M,22022,Single,136,No,Suburban,35,1,0,2,Personal Auto,Offer2,Large
1467,0,SUV,159.004261,Agent,16515.00927,Extended,1/2/2011,Employed,F,51725,Married,138,No,Rural,9,16,1,2,Personal Auto,Offer1,Medsize
1468,0,SUV,289.040734,Branch,8609.158215,Basic,1/14/11,Employed,F,79090,Married,107,Yes,Urban,2,74,0,3,Personal Auto,Offer2,Medsize
1469,0,Sports Car,628.8,Agent,10213.56338,Extended,9/1/2011,Employed,F,39719,Divorced,131,No,Suburban,1,57,0,3,Personal Auto,Offer1,Medsize
1470,0,Four-Door Car,450.996589,Web,10049.28585,Extended,1/22/11,Employed,M,58194,Married,84,No,Suburban,26,23,0,2,Personal Auto,Offer2,Small
1471,2,Four-Door Car,48.884434,Agent,5746.148291,Basic,2/14/11,Employed,M,61990,Married,72,No,Rural,21,47,0,9,Personal Auto,Offer1,Medsize
1472,0,Two-Door Car,19.575683,Call Center,3746.751625,Extended,2/26/11,Employed,F,41479,Married,94,Yes,Rural,14,38,1,1,Personal Auto,Offer2,Large
1473,2,Four-Door Car,3.772105,Branch,7486.068405,Extended,3/1/2011,Employed,F,97899,Divorced,95,No,Rural,29,73,3,7,Personal Auto,Offer1,Medsize
1474,2,SUV,370.285349,Call Center,9120.065162,Basic,2/16/11,Employed,F,63878,Married,113,No,Urban,32,47,0,9,Personal Auto,Offer3,Small
1475,2,Two-Door Car,8.076879,Call Center,5678.046711,Basic,1/14/11,Employed,F,68671,Married,70,No,Rural,30,49,0,6,Special Auto,Offer2,Medsize
1476,0,SUV,1178.995926,Agent,7517.083811,Basic,2/28/11,Unemployed,F,0,Single,102,No,Suburban,19,13,0,3,Personal Auto,Offer1,Medsize
1477,0,Sports Car,466.318191,Call Center,4530.530663,Basic,1/21/11,Employed,M,34640,Married,117,No,Urban,23,54,2,1,Personal Auto,Offer1,Medsize
1478,0,Four-Door Car,340.8,Web,2691.380574,Basic,1/31/11,Retired,F,21959,Married,71,No,Suburban,0,69,0,1,Corporate Auto,Offer4,Small
1479,0,Two-Door Car,368.919773,Branch,8068.623946,Basic,1/27/11,Employed,F,51584,Divorced,69,No,Suburban,11,98,2,2,Corporate Auto,Offer1,Small
1480,0,Four-Door Car,166.507217,Call Center,2478.576723,Basic,8/2/2011,Employed,F,65744,Divorced,62,No,Urban,9,77,0,1,Corporate Auto,Offer2,Medsize
1481,0,SUV,566.4,Call Center,9112.041503,Basic,1/17/11,Disabled,F,25198,Married,118,No,Suburban,26,36,0,4,Personal Auto,Offer3,Small
1482,0,Two-Door Car,263.957201,Branch,2772.441318,Basic,9/1/2011,Employed,F,79663,Divorced,69,No,Urban,14,39,0,1,Personal Auto,Offer3,Medsize
1483,0,Sports Car,215.23091,Call Center,4305.793209,Basic,6/1/2011,Employed,F,31071,Single,111,No,Rural,0,57,2,1,Personal Auto,Offer2,Small
1484,0,SUV,398.190882,Web,5103.35758,Extended,2/27/11,Employed,F,39452,Divorced,131,No,Urban,6,54,0,1,Corporate Auto,Offer1,Medsize
1485,2,Four-Door Car,205.332749,Agent,4784.960513,Basic,1/26/11,Employed,F,25813,Divorced,61,No,Urban,16,97,0,8,Personal Auto,Offer3,Medsize
1486,2,SUV,905.030448,Branch,10541.10977,Extended,11/2/2011,Employed,F,59965,Married,131,No,Suburban,7,54,0,7,Personal Auto,Offer1,Medsize
1487,0,Two-Door Car,544.362598,Branch,2179.425137,Basic,9/2/2011,Unemployed,M,0,Single,63,No,Suburban,23,90,0,1,Personal Auto,Offer3,Medsize
1488,0,Four-Door Car,79.615631,Branch,7610.840476,Extended,6/2/2011,Employed,F,98701,Married,94,No,Rural,22,66,0,3,Personal Auto,Offer1,Small
1489,2,Sports Car,871.2,Branch,8510.525936,Extended,8/1/2011,Unemployed,F,0,Single,121,No,Suburban,5,94,0,8,Personal Auto,Offer2,Medsize
1490,0,Four-Door Car,12.394834,Branch,16172.94049,Basic,1/30/11,Employed,F,64388,Single,68,No,Rural,9,46,0,2,Personal Auto,Offer2,Medsize
1491,0,Four-Door Car,123.436634,Call Center,2425.494812,Basic,8/2/2011,Employed,M,66841,Divorced,62,No,Rural,4,73,0,1,Personal Auto,Offer4,Medsize
1492,0,Four-Door Car,304.390472,Agent,2899.317224,Basic,2/1/2011,Employed,F,33738,Divorced,74,No,Urban,6,50,1,1,Corporate Auto,Offer2,Medsize
1493,0,Two-Door Car,614.367195,Call Center,3633.05403,Extended,2/28/11,Employed,M,43334,Married,95,No,Suburban,3,72,2,1,Corporate Auto,Offer4,Small
1494,0,Four-Door Car,245.673365,Web,3457.154249,Extended,6/1/2011,Unemployed,F,0,Married,91,No,Urban,13,89,0,1,Personal Auto,Offer3,Medsize
1495,0,Four-Door Car,403.2,Web,3394.720301,Extended,1/28/11,Employed,F,83431,Married,84,No,Suburban,13,33,0,1,Personal Auto,Offer2,Medsize
1496,0,Two-Door Car,451.2,Branch,3781.4548,Extended,1/2/2011,Employed,M,57647,Married,94,No,Suburban,3,99,0,1,Personal Auto,Offer1,Medsize
1497,0,Four-Door Car,379.2,Call Center,5841.528134,Extended,12/2/2011,Unemployed,M,0,Divorced,79,No,Suburban,17,4,0,3,Personal Auto,Offer1,Large
1498,0,Four-Door Car,383.043363,Agent,5479.854218,Basic,1/28/11,Employed,M,38210,Married,69,No,Suburban,25,41,0,3,Personal Auto,Offer2,Medsize
1499,0,Four-Door Car,482.4,Agent,20455.24946,Basic,5/1/2011,Unemployed,F,0,Married,67,No,Suburban,28,72,0,2,Personal Auto,Offer3,Large
1500,0,Four-Door Car,154.748539,Call Center,8319.123035,Basic,1/2/2011,Employed,F,49734,Married,69,No,Rural,3,41,0,2,Corporate Auto,Offer4,Medsize
1501,0,Four-Door Car,307.2,Agent,5181.620895,Basic,3/2/2011,Employed,F,97131,Married,64,Yes,Suburban,5,80,0,6,Personal Auto,Offer2,Small
1502,0,SUV,561.6,Web,4163.79336,Basic,1/19/11,Disabled,M,11689,Divorced,117,No,Suburban,7,46,0,1,Corporate Auto,Offer4,Medsize
1503,0,SUV,717.285949,Agent,4853.100287,Extended,3/2/2011,Medical Leave,F,17120,Married,125,No,Suburban,14,95,0,1,Special Auto,Offer1,Medsize
1504,1,Luxury Car,1353.6,Agent,7531.697272,Basic,10/1/2011,Employed,M,82157,Single,188,No,Suburban,5,33,0,1,Corporate Auto,Offer4,Medsize
1505,0,Four-Door Car,251.756739,Web,3280.457296,Extended,2/2/2011,Employed,F,63297,Married,82,No,Urban,1,33,0,1,Personal Auto,Offer2,Medsize
1506,0,SUV,459.966453,Branch,32961.15225,Basic,2/19/11,Employed,F,66014,Married,102,No,Urban,34,11,0,2,Personal Auto,Offer2,Medsize
1507,0,Two-Door Car,383.655742,Web,2684.581561,Basic,1/25/11,Employed,M,98121,Divorced,67,No,Suburban,22,49,0,1,Personal Auto,Offer2,Small
1508,2,SUV,618.20653,Agent,10392.96347,Extended,2/24/11,Employed,M,93495,Married,129,No,Urban,8,0,0,9,Personal Auto,Offer1,Medsize
1509,0,Four-Door Car,573.990258,Branch,9036.657561,Premium,7/1/2011,Employed,F,89382,Married,112,No,Suburban,2,61,0,3,Corporate Auto,Offer1,Small
1510,0,SUV,199.590599,Branch,5352.18703,Extended,2/2/2011,Employed,F,97742,Married,132,No,Rural,6,52,0,1,Corporate Auto,Offer4,Medsize
1511,0,Four-Door Car,820.8,Branch,11880.96623,Premium,1/23/11,Unemployed,F,0,Single,114,No,Suburban,29,96,0,2,Personal Auto,Offer1,Medsize
1512,0,Four-Door Car,525.6,Branch,2557.094323,Basic,2/18/11,Unemployed,M,0,Divorced,73,No,Suburban,30,8,0,1,Corporate Auto,Offer1,Medsize
1513,2,Four-Door Car,355.641958,Branch,7914.82311,Extended,9/2/2011,Employed,F,77153,Married,99,No,Urban,3,27,1,5,Personal Auto,Offer1,Medsize
1514,0,Two-Door Car,388.8,Web,9840.082616,Extended,1/23/11,Employed,M,94590,Married,81,No,Suburban,26,31,0,2,Personal Auto,Offer2,Medsize
1515,0,Four-Door Car,518.4,Agent,4351.550504,Premium,9/2/2011,Employed,F,74163,Married,108,No,Suburban,14,63,0,1,Personal Auto,Offer4,Small
1516,2,Luxury SUV,1377.6,Branch,22207.82615,Premium,3/1/2011,Employed,F,40450,Married,287,No,Suburban,8,20,3,7,Personal Auto,Offer3,Small
1517,2,Two-Door Car,511.2,Web,4825.258632,Basic,7/1/2011,Unemployed,M,0,Single,71,No,Suburban,8,30,0,8,Personal Auto,Offer4,Medsize
1518,0,Two-Door Car,475.2,Call Center,6947.838781,Extended,2/23/11,Unemployed,F,0,Single,99,No,Suburban,12,77,0,4,Corporate Auto,Offer2,Medsize
