,cc2_miles,Qual_miles,cc1_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
575,1,0,1,1,0,0,0,0,6507,2
576,1,0,5,1,78999,28,800,3,6506,0
577,1,0,1,1,1330,2,0,0,6498,2
578,1,0,1,1,2800,6,800,5,6529,2
579,1,0,1,1,250,2,0,0,6486,2
580,1,0,5,1,53043,19,550,1,6505,0
581,1,0,2,1,9548,22,250,1,6501,2
582,1,0,1,1,1000,1,0,0,6532,2
583,1,0,1,1,0,0,0,0,6476,2
584,1,0,1,1,0,0,0,0,6465,2
585,1,0,1,1,250,2,0,0,6457,2
586,1,0,1,1,0,0,0,0,6433,2
587,1,0,4,1,39073,13,0,0,6498,0
588,1,0,1,1,3961,10,0,0,6494,2
589,1,8264,1,1,3375,13,0,0,6492,2
590,1,0,1,1,6032,15,0,0,6463,2
591,1,0,1,1,0,0,0,0,6448,2
592,1,0,3,1,19052,17,0,0,6487,2
593,1,0,4,1,27971,7,300,1,6483,0
594,1,1604,3,1,38380,20,5780,4,6487,2
595,1,0,1,1,100,1,0,0,6450,2
596,1,0,1,1,0,0,0,0,6441,2
597,1,0,1,1,0,0,0,0,6428,2
598,1,0,4,1,41447,28,0,0,6421,0
599,1,0,5,1,57264,12,0,0,6484,0
600,1,0,4,1,41954,15,0,0,6525,0
601,1,0,4,1,27882,13,0,0,6494,0
602,1,0,5,1,86582,26,1000,6,6477,0
603,1,0,4,1,28460,13,0,0,6478,0
604,1,0,3,1,16137,14,0,0,6472,2
605,1,0,1,1,1200,3,700,2,6471,2
606,1,0,3,1,21419,18,0,0,6470,2
607,1,0,1,1,5086,2,0,0,6552,2
608,1,0,4,1,35098,16,1600,3,6465,0
609,1,0,1,1,450,1,0,0,6471,2
610,1,0,2,1,23404,10,0,0,6459,2
611,1,0,1,1,25078,50,3350,15,6456,2
612,1,500,1,1,10885,7,0,0,6451,2
613,1,0,1,1,3733,9,0,0,6450,2
614,1,0,3,1,14445,13,0,0,6452,2
615,1,0,4,1,37110,18,1500,3,6445,0
616,1,0,3,1,12211,14,0,0,6443,2
617,1,0,3,1,16463,16,1000,2,6444,2
618,1,0,4,1,52908,16,0,0,6444,0
619,1,0,4,1,48874,17,450,3,6463,0
620,1,0,4,1,28190,15,0,0,6407,0
621,1,0,2,1,6273,8,0,0,6435,2
622,1,2975,2,1,19113,32,10650,28,6434,2
623,1,0,5,1,53495,15,0,0,6431,0
624,1,0,5,1,83752,23,1373,7,6429,0
625,1,0,3,1,24973,26,500,1,6415,2
626,1,0,3,1,14168,13,0,0,6413,2
627,1,0,4,1,27410,16,350,1,6428,0
628,1,0,1,1,3825,9,450,4,6428,2
629,1,0,4,1,26117,15,50,1,6427,0
630,1,588,5,1,153183,41,3802,20,6423,0
631,1,0,1,1,4625,26,0,0,6463,2
632,1,0,1,1,0,0,0,0,6406,2
633,1,0,1,1,5538,9,0,0,6407,2
634,1,0,1,1,0,0,0,0,6400,2
635,1,0,1,1,280,1,0,0,6395,2
636,1,0,2,1,7396,16,0,0,6392,2
637,1,0,1,1,12315,6,650,2,6421,2
638,1,0,3,1,23049,15,0,0,6417,2
639,1,0,5,1,63841,32,0,0,6417,0
640,1,0,1,1,0,0,0,0,6427,2
641,1,0,2,1,13150,4,0,0,6438,2
642,1,0,1,1,150,1,150,1,6413,2
643,1,0,1,1,500,1,500,1,6392,2
644,1,0,1,1,0,0,0,0,6375,2
645,1,0,1,1,0,0,0,0,6324,2
646,1,0,1,1,0,0,0,0,6214,2
647,1,0,3,1,15153,15,0,0,6142,2
648,1,0,1,1,710,1,0,0,6059,2
649,1,0,1,1,12000,6,0,0,6408,2
650,1,1199,3,1,16510,16,50,1,6406,2
651,1,0,1,1,8163,18,500,1,6403,2
652,1,2586,1,1,5900,4,400,1,6420,2
653,1,0,4,1,37869,16,500,1,6395,0
654,1,0,1,1,4675,10,200,1,6396,2
655,1,0,1,1,185,3,0,0,6382,2
656,1,0,1,1,4765,14,0,0,6380,2
657,1,0,3,1,22707,15,0,0,6387,2
658,1,0,1,1,12000,8,1500,3,6378,2
659,1,0,1,1,10697,10,0,0,6387,2
660,1,0,4,1,29976,18,0,0,6375,0
661,1,0,1,1,233,3,0,0,6371,2
662,1,0,5,1,128048,53,7939,26,6372,0
663,1,0,3,1,19223,18,500,1,6372,2
664,1,0,4,1,28208,19,300,3,6373,0
665,1,0,3,1,14582,15,0,0,6366,2
666,1,0,1,1,2750,11,0,0,6366,2
667,1,0,2,1,5547,14,0,0,6358,2
668,1,0,1,1,5025,11,150,1,6357,2
669,1,0,4,1,33950,21,1450,4,6366,0
670,1,0,4,1,49656,17,316,1,6375,0
671,1,0,1,1,0,0,0,0,6352,2
672,1,0,4,1,29130,14,0,0,6350,0
673,1,0,1,1,8650,6,650,2,6350,2
674,1,0,4,1,43643,14,50,1,6385,0
675,1,0,3,1,23582,15,200,1,6339,2
676,1,3490,1,1,2845,14,720,4,6339,2
677,1,0,3,1,20467,16,0,0,6338,2
678,1,0,3,1,12154,13,0,0,6337,2
679,1,0,1,1,2900,4,1400,3,6333,2
680,1,0,1,1,1000,1,0,0,6340,2
681,1,5051,1,1,4230,17,3600,14,6340,2
682,1,0,3,1,22258,30,650,2,6340,2
683,1,1745,4,1,46942,35,7266,17,6340,0
684,1,0,1,1,6091,16,0,0,6332,2
685,1,0,5,1,92752,25,0,0,6329,0
686,1,0,1,1,280,4,100,1,6330,2
687,1,0,5,1,88773,20,250,2,6329,0
688,1,0,3,1,23167,13,0,0,6118,2
689,1,0,4,1,37072,22,700,7,6326,0
690,1,0,1,1,2750,15,0,0,6324,2
691,1,0,4,1,28386,17,0,0,6361,0
692,1,0,4,1,30406,28,150,2,6319,0
693,1,0,3,1,27390,17,750,1,6323,2
694,1,0,1,1,6783,27,50,1,6318,2
695,1,0,1,1,5150,4,0,0,6323,2
696,1,0,1,1,0,0,0,0,6312,2
697,1,0,2,1,31624,28,2098,5,6311,2
698,1,0,1,1,0,0,0,0,6305,2
699,1,0,3,1,14728,14,0,0,6310,2
700,1,0,1,1,0,0,0,0,6311,2
701,1,0,4,1,44472,18,0,0,6308,0
702,1,0,5,1,68090,43,5676,27,6305,0
703,1,0,1,1,0,0,0,0,6304,2
704,1,1115,5,1,103935,18,500,1,6296,0
705,1,0,4,1,45416,24,250,1,6302,0
706,1,0,1,1,5590,12,2950,9,6298,2
707,1,0,1,1,0,0,0,0,6298,2
708,1,0,1,1,7134,14,3134,12,6297,2
709,1,0,1,1,1287,6,0,0,6291,2
710,1,810,1,1,1587,4,487,2,6295,2
711,1,0,4,1,41174,24,0,0,6294,0
712,1,0,1,1,0,0,0,0,6291,2
713,1,0,2,1,14029,13,0,0,6289,2
714,1,0,4,1,41278,17,500,1,6288,0
715,1,0,3,1,17510,15,0,0,6289,2
716,1,0,4,1,29999,17,400,1,6284,0
717,1,0,3,1,22675,21,0,0,6277,2
718,1,0,5,1,97318,31,7000,14,6282,0
719,1,0,1,1,1100,2,100,1,6282,2
720,1,0,2,1,5488,13,0,0,6280,2
721,1,0,3,1,21721,18,0,0,6280,2
722,1,0,1,1,4197,4,0,0,6276,2
723,1,0,3,1,20468,16,0,0,6280,2
724,1,0,1,1,75,2,0,0,6274,2
725,1,733,5,1,76440,25,950,8,6273,0
726,1,0,4,1,48914,19,500,1,6269,0
727,1,0,3,1,18122,16,0,0,6268,2
728,1,0,3,1,11411,10,0,0,6259,2
729,1,0,1,1,1250,3,0,0,6266,2
730,1,0,4,1,41253,19,0,0,6280,0
731,1,0,4,1,45517,12,0,0,6262,0
732,1,0,1,1,318,10,0,0,6256,2
733,1,0,1,1,818,12,0,0,6255,2
734,1,0,1,1,1065,3,0,0,6254,2
735,1,0,2,1,9547,12,0,0,6249,2
736,1,0,5,1,61274,14,0,0,6249,0
737,1,0,1,1,2125,10,0,0,6247,2
738,1,0,1,1,9799,27,500,1,6247,2
739,1,0,5,1,53843,14,0,0,6247,0
740,1,0,3,1,17383,15,0,0,6246,2
741,1,0,4,1,43190,14,0,0,6245,0
742,1,0,1,1,0,0,0,0,6241,2
743,1,4081,1,1,22750,15,1250,10,6234,2
744,1,0,2,1,8048,14,450,2,6240,2
745,1,0,4,1,42020,15,0,0,6240,0
746,1,0,1,1,6333,12,400,2,6231,2
747,1,0,2,1,10365,17,500,1,6227,2
748,1,0,1,1,2045,5,0,0,6227,2
749,1,0,1,1,1713,13,0,0,6225,2
750,1,0,5,1,63584,31,600,1,6476,0
751,1,0,1,1,2987,13,0,0,6221,2
752,1,0,1,1,8444,5,100,1,6220,2
753,1,0,3,1,20441,13,0,0,6214,2
754,1,0,4,1,48914,16,0,0,6217,0
755,1,0,1,1,619,7,0,0,6213,2
756,1,0,4,1,39166,14,0,0,6214,0
757,1,0,4,1,34648,31,0,0,6211,0
758,1,0,3,1,15914,13,0,0,6206,2
759,1,0,3,1,11915,6,0,0,6214,2
760,1,0,2,1,10028,16,0,0,6205,2
761,1,0,1,1,2100,10,0,0,6203,2
762,1,0,1,1,5472,20,0,0,6200,2
763,1,0,4,1,51769,24,450,1,6197,0
764,1,0,5,1,73622,25,100,1,6198,0
765,1,0,3,1,31266,26,1550,4,6340,2
766,1,0,1,1,1110,12,0,0,6197,2
767,1,0,3,1,18615,18,0,0,6196,2
768,1,0,3,1,14313,11,0,0,6193,2
769,1,0,4,1,43589,20,1200,4,6193,0
770,1,0,1,1,811,2,0,0,6193,2
771,1,0,2,1,6606,10,0,0,6190,2
772,1,2376,1,1,11406,21,3850,13,6186,2
773,1,0,3,1,22918,19,0,0,6571,2
774,1,948,4,1,40939,26,0,0,6184,0
775,1,0,1,1,3546,10,0,0,6182,2
776,1,0,2,1,8436,15,0,0,6179,2
777,1,0,1,1,2750,4,750,2,6179,2
778,1,0,1,1,500,1,500,1,6184,2
779,1,0,1,1,5625,15,0,0,6177,2
780,1,0,5,1,65972,14,0,0,6187,0
781,1,0,5,1,69780,23,1258,4,6171,0
782,1,0,1,1,2910,9,0,0,6171,2
783,1,0,1,1,2375,12,0,0,6169,2
784,1,0,3,1,13041,13,0,0,6230,2
785,1,0,2,1,6919,16,0,0,6165,2
786,1,0,1,1,1750,7,0,0,6184,2
787,1,0,3,1,22148,15,0,0,6161,2
788,1,0,3,1,20645,16,0,0,6163,2
789,1,0,3,1,14149,13,100,1,6158,2
790,1,0,1,1,4000,6,500,1,6157,2
791,1,0,4,1,47498,19,0,0,6156,0
792,1,0,4,1,48521,13,0,0,6155,0
793,1,0,4,1,36093,15,0,0,6153,0
794,2,0,1,1,5095,13,0,0,6151,2
795,1,0,1,1,6000,4,0,0,6150,2
796,1,0,4,1,40367,18,0,0,6147,0
797,1,0,4,1,29264,15,0,0,6148,0
798,1,500,5,1,78967,31,0,0,6144,0
799,1,0,1,1,0,0,0,0,6142,2
800,1,6286,4,1,59650,13,0,0,6141,0
801,1,0,1,1,100,1,0,0,6029,2
802,1,0,1,1,370,1,0,0,5835,2
803,1,0,3,1,11756,13,0,0,5630,2
804,1,0,1,1,0,0,0,0,5119,2
805,1,2253,3,1,11433,10,0,0,6140,2
806,1,0,4,1,65077,28,753,3,6137,0
807,1,0,4,1,34257,19,1100,3,6159,0
808,1,0,3,1,20730,4,0,0,6135,2
809,1,0,1,1,475,4,0,0,6134,2
810,1,0,1,1,2455,7,1100,3,6133,2
811,1,0,3,1,19077,22,400,2,6130,2
812,1,0,5,1,53108,16,500,1,6137,0
813,1,0,4,1,42774,14,0,0,6128,0
814,1,0,5,1,58814,14,50,1,6128,0
815,1,0,2,1,20442,9,0,0,6123,2
816,1,0,1,1,0,0,0,0,6123,2
817,1,0,1,1,1000,1,0,0,6120,2
818,1,0,4,1,52263,32,0,0,6120,0
819,1,0,1,1,7158,14,0,0,6133,2
820,1,2565,1,1,5950,11,1850,8,6116,2
821,1,0,1,1,4225,7,0,0,6115,2
822,1,0,1,1,8500,4,0,0,6114,2
823,1,0,5,1,62133,14,0,0,6112,0
824,1,0,1,1,0,0,0,0,6109,2
825,1,0,3,1,16504,13,0,0,6108,2
826,1,2643,1,1,13500,3,0,0,6102,2
827,1,0,1,1,0,0,0,0,6102,2
828,1,0,4,1,37251,15,900,2,6120,0
829,1,0,3,1,11229,16,300,2,6099,2
830,1,0,3,1,21221,45,2500,5,6125,0
831,1,0,4,1,31726,18,0,0,6094,0
832,1,0,5,1,64186,15,1000,2,6095,0
833,1,8559,1,1,3150,13,1650,12,6092,2
834,1,0,3,1,24660,22,0,0,6091,2
835,1,0,5,1,71171,19,900,5,6088,0
836,1,0,4,1,36024,15,0,0,6086,0
837,1,0,4,1,31503,13,0,0,6084,0
838,1,0,1,1,250,2,0,0,6081,2
839,1,0,3,1,22463,26,5177,11,6077,2
840,1,0,4,1,33200,15,0,0,6073,0
841,1,0,5,1,60000,7,0,0,6071,0
842,1,0,3,1,23703,14,0,0,6280,2
843,1,0,1,1,1390,3,500,1,6067,2
844,1,0,4,1,43512,20,0,0,6065,0
845,1,0,1,1,750,5,650,4,6063,2
846,1,0,2,1,7944,8,0,0,6060,2
847,1,0,5,1,64748,19,0,0,6087,0
848,1,0,1,1,0,0,0,0,6053,2
849,1,0,4,1,33447,14,100,1,6017,0
850,1,0,4,5,107308,36,600,2,5966,0
851,1,0,3,1,32635,31,1400,14,5931,2
852,1,0,1,1,1404,8,0,0,5905,2
853,1,0,3,1,12060,14,0,0,5877,2
854,1,0,4,1,40997,17,0,0,5859,0
855,1,0,4,1,33187,15,0,0,6057,0
856,1,0,1,1,2550,2,50,1,6091,2
857,1,0,1,1,2125,10,0,0,6051,2
858,1,0,5,1,74399,12,0,0,6050,0
859,1,0,3,1,20257,15,0,0,6049,2
860,1,0,2,1,27846,31,6047,11,6045,2
861,1,0,3,1,16715,13,0,0,6042,2
862,1,0,1,1,4500,2,0,0,6031,2
863,1,0,1,1,270,3,100,1,6043,2
864,1,3818,4,1,61634,14,100,1,6039,0
865,1,0,4,1,34652,13,0,0,6037,0
866,1,0,2,1,8528,12,0,0,6036,2
867,1,0,2,1,8156,25,0,0,6032,2
868,1,0,1,1,5132,16,2450,11,6030,2
869,1,0,1,1,9000,5,500,1,6028,2
870,1,0,3,1,21568,17,0,0,6025,2
871,1,0,3,1,17059,19,0,0,6022,2
872,1,0,2,1,8384,15,0,0,6018,2
873,1,0,1,1,4850,7,1350,5,6018,2
874,1,0,1,1,2750,15,0,0,6017,2
875,1,0,1,1,14000,7,2500,5,6015,2
876,1,0,1,1,0,0,0,0,6010,2
877,1,0,3,1,40806,28,0,0,6011,2
878,1,0,2,1,6494,12,0,0,6010,2
879,1,0,1,1,3193,11,500,1,6009,2
880,1,0,5,1,63866,18,500,1,6004,0
881,1,0,3,1,21078,15,200,1,6007,2
882,1,0,1,1,0,0,0,0,6004,2
883,1,0,4,1,29156,16,300,2,6002,0
884,1,0,4,1,40232,17,2055,2,6000,0
885,1,0,3,1,19947,16,0,0,5997,2
886,1,0,1,1,2631,6,0,0,5995,2
887,1,0,4,1,26724,14,0,0,5994,0
888,1,0,1,1,0,0,0,0,5993,2
889,1,0,1,1,6500,4,500,1,5990,2
890,1,0,2,1,15040,24,899,3,5988,2
891,1,0,5,1,85844,51,1400,4,5986,0
892,1,0,1,1,2500,1,0,0,5982,2
893,1,0,4,1,37419,14,0,0,5980,0
894,1,0,1,1,65,2,0,0,5976,2
895,1,0,1,1,2131,9,230,1,5976,2
896,1,8753,1,1,11650,6,1150,3,5975,2
897,1,967,1,1,4030,6,2930,4,5989,2
898,1,0,1,1,0,0,0,0,5972,2
899,1,0,2,1,8867,15,0,0,5968,2
900,1,0,5,1,62510,21,0,0,5982,0
901,1,9325,5,1,21382,23,950,3,5944,0
902,1,0,1,1,3000,4,1500,3,5905,2
903,1,0,2,1,9406,14,0,0,5870,2
904,1,0,2,5,112171,16,0,0,5825,0
905,1,0,5,1,147787,35,500,1,5789,0
906,1,0,1,1,3500,14,0,0,5768,2
907,1,0,1,1,980,2,0,0,5716,2
908,1,0,1,1,0,0,0,0,5567,2
909,1,0,4,1,50533,19,350,1,5541,0
910,1,0,1,1,100,1,0,0,5962,2
911,1,0,4,1,44591,23,250,1,5961,0
912,1,0,1,1,140,1,0,0,5959,2
913,1,0,1,1,1650,3,150,1,5958,2
914,1,0,1,1,9022,24,4900,19,5953,2
915,1,0,1,1,0,0,0,0,5952,2
916,1,0,1,1,0,0,0,0,5638,2
917,1,0,5,1,76256,23,2993,6,5523,0
918,1,0,1,1,5000,1,0,0,5583,2
919,1,0,4,1,40233,14,350,1,5949,0
920,1,0,1,1,0,0,0,0,5393,2
921,1,0,1,1,2125,2,0,0,5405,2
922,1,0,5,1,105913,21,150,2,5951,0
923,1,0,3,1,11385,11,0,0,5948,2
924,1,0,1,1,3200,4,700,3,6038,2
925,1,0,1,1,500,1,500,1,5946,2
926,1,0,2,1,9347,14,1200,4,5944,2
927,1,0,1,1,437,4,0,0,5941,2
928,1,0,1,1,6000,6,2000,4,5939,2
929,1,0,1,1,2625,10,0,0,5938,2
930,1,0,5,1,61599,16,0,0,5934,0
931,1,0,1,1,2375,12,0,0,5934,2
932,1,0,5,1,64360,18,650,2,5931,0
933,1,0,3,1,10930,14,0,0,5945,2
934,1,0,4,1,28202,14,0,0,5927,0
935,1,0,5,1,74067,21,0,0,5926,0
936,1,0,3,1,30116,16,0,0,5924,2
937,1,0,4,1,27545,13,0,0,5920,0
938,1,0,3,1,13617,16,0,0,5920,2
939,1,0,3,1,23992,13,0,0,5919,2
940,3,0,1,1,21107,19,2000,4,5916,2
941,1,0,1,1,894,10,0,0,5916,2
942,1,0,3,1,21920,21,100,1,5913,2
943,1,0,1,1,7552,5,0,0,5912,2
944,1,0,3,1,14002,11,0,0,5912,2
945,1,0,1,1,150,1,150,1,5910,2
946,1,0,3,1,21881,14,0,0,5905,2
947,1,0,5,1,91660,21,500,1,5906,0
948,1,0,3,1,16688,15,0,0,5854,2
949,1,0,1,1,3291,9,0,0,5829,2
950,1,0,2,1,6498,13,0,0,5801,2
951,1,0,1,1,2833,4,0,0,5785,2
952,1,0,2,1,7197,15,0,0,5762,2
953,1,0,3,1,24943,14,0,0,5734,2
954,1,0,3,1,48963,16,0,0,5696,2
955,1,0,5,1,68320,23,0,0,5899,0
956,1,0,1,1,1945,13,0,0,5902,2
957,1,0,1,1,0,0,0,0,5897,2
958,1,4301,4,1,15732,43,9200,28,5916,0
959,1,0,3,1,21426,19,0,0,5892,2
960,1,0,1,1,0,0,0,0,5884,2
961,1,0,1,1,0,0,0,0,5884,2
962,1,0,4,1,41586,22,950,5,5882,0
963,1,0,5,1,53521,16,0,0,5878,0
964,1,0,3,1,19649,15,0,0,5874,2
965,1,0,1,1,4300,4,300,2,5871,2
966,1,0,4,1,44130,35,7450,20,5869,0
967,1,0,1,1,0,0,0,0,5864,2
968,1,0,1,1,2946,4,1946,3,5902,2
969,1,0,4,1,30451,24,1100,5,5856,0
970,1,0,1,1,2850,16,0,0,5876,2
971,1,0,3,1,16239,13,150,1,5857,2
972,1,0,5,1,75540,46,250,1,5856,0
973,1,0,2,1,6957,10,0,0,5647,2
974,1,0,1,1,769,7,0,0,5609,2
975,1,0,3,1,35166,26,3200,8,5553,2
976,1,0,1,1,7826,20,7226,18,5491,2
977,1,0,5,1,64937,15,0,0,5428,0
978,1,0,3,1,15107,13,0,0,5387,2
979,1,0,4,1,41854,15,0,0,5336,0
980,1,0,3,1,21065,28,50,1,5329,0
981,1,0,1,1,6893,9,0,0,5279,2
982,1,0,1,1,2815,6,0,0,5266,2
983,1,0,3,1,16197,21,500,1,5219,0
984,1,0,5,1,61971,15,850,2,5849,0
985,1,0,1,1,0,0,0,0,5850,2
986,1,0,1,1,3128,12,0,0,5846,2
987,1,0,3,1,19173,12,0,0,5847,2
988,1,0,3,1,17424,15,0,0,5843,2
989,1,0,3,1,15774,19,0,0,5842,2
990,1,0,1,1,0,0,0,0,5840,2
991,1,0,1,1,7171,32,0,0,5839,2
992,1,0,4,1,32334,20,0,0,5839,0
993,1,0,5,1,59012,14,0,0,5835,0
994,1,0,1,1,2074,11,0,0,5834,2
995,1,0,3,1,23503,17,0,0,5834,2
996,1,0,1,1,0,0,0,0,5833,2
997,1,0,5,1,62107,16,0,0,5832,0
998,1,0,4,1,54818,52,1200,3,5829,0
999,1,0,5,1,50120,12,0,0,5826,0
1000,1,0,5,1,63060,6,0,0,5827,0
1001,1,0,3,1,22206,14,0,0,5821,2
1002,1,0,1,1,0,0,0,0,5822,2
1003,1,0,4,1,31471,16,0,0,5822,0
1004,1,0,2,1,16293,24,250,1,5818,2
1005,1,0,2,1,9982,12,0,0,5815,2
1006,1,0,1,1,0,0,0,0,5815,2
1007,1,0,1,1,2900,4,150,1,5814,2
1008,1,0,2,1,7973,14,0,0,5813,2
1009,1,0,4,1,43825,21,0,0,5807,0
1010,1,0,1,1,24415,11,0,0,5864,2
1011,1,0,1,1,0,0,0,0,5807,2
1012,1,0,1,1,441,12,0,0,5804,2
1013,1,0,1,1,500,1,0,0,5804,2
1014,1,1094,1,1,12100,19,8100,17,5801,2
1015,1,0,1,1,5359,14,0,0,5807,2
1016,1,0,1,1,2620,6,0,0,5799,2
1017,1,0,3,1,32115,15,0,0,5797,2
1018,1,0,3,1,15103,21,0,0,5794,2
1019,1,0,1,1,3225,9,600,2,5793,2
1020,1,0,3,1,26695,11,1000,2,5792,2
1021,1,0,1,1,3750,5,250,3,5791,2
1022,1,0,2,1,26706,30,2676,7,5790,2
1023,1,0,1,1,200,1,0,0,5787,2
1024,1,0,1,1,3084,4,0,0,5824,2
1025,1,0,1,1,11786,6,1750,4,5784,2
1026,1,0,1,1,5345,3,0,0,5804,2
1027,1,0,1,1,0,0,0,0,5778,2
1028,1,0,3,1,17385,7,0,0,5818,2
1029,1,0,3,1,16907,12,0,0,5778,2
1030,1,0,1,1,1100,7,1100,7,5776,2
1031,1,0,3,1,11821,12,0,0,5773,2
1032,1,0,4,1,37541,35,3600,18,5773,0
1033,1,0,3,1,27799,16,500,1,5772,2
1034,1,0,1,1,2280,7,1000,2,5771,2
1035,1,3692,2,1,10232,16,750,2,5770,2
1036,1,0,4,3,73881,33,0,0,5769,0
1037,1,0,4,1,34448,17,0,0,5766,0
1038,1,0,1,1,81,1,0,0,5764,2
1039,1,0,2,1,11140,16,0,0,5770,2
1040,1,0,1,1,1600,5,0,0,5762,2
1041,1,0,1,1,6172,13,500,1,5758,2
1042,1,0,5,1,68013,29,0,0,5755,0
1043,1,0,3,1,11323,13,0,0,5756,2
1044,1,0,1,1,33050,3,50,1,5755,2
1045,1,0,1,1,3100,2,0,0,5755,2
1046,1,0,3,1,18124,14,0,0,5752,2
1047,1,0,5,1,68663,13,0,0,5755,0
1048,1,0,4,1,31745,14,0,0,5748,0
1049,1,0,4,1,51202,20,0,0,5745,0
1050,1,0,1,1,475,4,0,0,5749,2
1051,1,0,2,1,12282,18,634,1,5738,2
1052,1,1896,4,1,38635,18,0,0,5738,0
1053,1,0,5,1,71312,18,1000,2,5736,0
1054,1,0,3,1,14507,9,0,0,5735,2
1055,1,0,5,1,56792,16,0,0,5731,0
1056,1,0,5,1,69262,16,348,1,5728,0
1057,1,0,3,1,16106,15,0,0,5728,2
1058,1,0,5,1,79216,27,650,3,5724,0
1059,1,0,1,1,8042,6,600,2,5722,2
1060,1,0,1,1,2850,13,500,1,5729,2
1061,1,1000,1,1,14189,17,4034,13,5717,2
1062,1,0,2,1,7761,14,0,0,5715,2
1063,1,0,1,1,3250,3,250,1,5713,2
1064,1,0,5,1,77694,29,3600,9,5710,0
1065,1,0,3,1,24091,16,0,0,5706,2
1066,1,0,1,1,26650,14,550,3,5708,2
1067,1,0,4,1,26366,17,700,3,5822,0
1068,1,0,4,1,33801,12,350,1,5653,0
1069,1,0,3,1,19318,14,0,0,4988,0
1070,1,0,4,1,27754,14,0,0,5546,0
1071,1,0,3,1,19931,17,0,0,5255,0
1072,1,0,1,1,500,1,500,1,5547,2
1073,1,0,3,1,13667,12,0,0,5559,2
1074,1,0,2,1,8956,15,0,0,5696,2
1075,1,0,1,1,433,5,0,0,5622,2
1076,1,0,5,1,70454,12,0,0,5534,0
1077,1,0,1,1,0,0,0,0,5582,2
1078,1,0,1,1,6264,10,0,0,5581,2
1079,1,0,1,1,14000,3,0,0,5595,2
1080,1,0,1,1,10000,1,0,0,5472,2
1081,1,0,1,1,2500,2,0,0,5090,2
1082,1,0,1,1,2000,9,0,0,5671,2
1083,1,0,1,1,2875,16,0,0,5492,2
1084,1,0,2,1,6027,12,0,0,5587,2
1085,1,0,4,1,48708,17,0,0,5657,0
1086,1,0,2,1,7539,14,0,0,5609,2
1087,1,0,3,1,22956,12,0,0,5611,2
1088,1,0,1,1,8000,3,0,0,5619,2
1089,1,0,1,1,1500,2,0,0,5612,2
1090,1,0,1,1,5265,6,0,0,5568,2
1091,1,0,1,1,1250,3,1250,3,5671,2
1092,1,0,1,1,0,0,0,0,4896,2
1093,1,0,4,1,39561,18,0,0,5577,0
1094,1,0,1,1,1250,3,250,1,5554,2
1095,1,0,1,1,8144,16,409,2,5422,2
1096,1,0,2,1,6115,12,0,0,5349,2
1097,1,0,2,1,27320,9,0,0,5316,2
1098,1,0,1,1,519,10,0,0,5349,2
1099,1,0,4,1,60978,20,0,0,5660,0
1100,1,0,1,1,0,0,0,0,5671,2
1101,1,0,3,1,10771,10,0,0,5479,2
1102,1,1388,5,1,140573,21,1150,3,5699,0
1103,1,0,5,1,95918,38,150,1,5694,0
1104,1,0,3,1,12656,13,0,0,5708,2
1105,1,0,4,1,44932,20,650,2,5694,0
1106,1,0,5,1,66150,30,0,0,5692,0
1107,1,0,1,1,3430,3,0,0,5689,2
1108,1,0,2,1,31347,19,2150,5,5688,0
1109,1,0,2,1,10192,14,0,0,5156,2
1110,1,0,4,1,51296,20,500,1,5087,0
1111,1,0,5,1,136704,27,0,0,5028,0
1112,1,4116,4,1,32355,21,600,2,4954,0
1113,1,0,5,1,90605,20,0,0,5701,0
1114,1,0,2,1,14218,16,350,1,5680,2
1115,1,0,1,1,24215,8,322,1,5678,2
1116,1,0,3,1,17740,13,0,0,5667,2
1117,1,0,3,1,15906,17,0,0,5672,2
1118,1,2505,1,1,0,0,0,0,5663,2
1119,1,0,4,1,40279,9,0,0,5664,0
1120,1,0,1,1,1000,1,0,0,5664,2
1121,1,0,3,1,14506,13,0,0,5659,2
1122,1,0,1,1,8209,34,1800,16,5659,2
1123,1,0,5,1,58335,15,0,0,5658,0
1124,1,2586,5,1,105449,25,200,2,5653,0
1125,1,0,4,1,32105,16,0,0,5651,0
1126,1,0,2,1,18202,30,1100,3,5652,2
1127,1,0,2,1,8625,12,0,0,5651,2
1128,1,0,3,1,30775,14,500,1,5647,2
1129,1,0,1,1,1375,4,0,0,1547,2
1130,1,0,4,1,37535,15,1000,2,5645,0
1131,1,1745,1,1,14500,7,0,0,5643,2
1132,1,0,1,1,500,1,0,0,5639,2
1133,1,0,2,1,8199,8,0,0,5637,2
1134,1,0,4,1,64968,21,500,1,5631,0
1135,1,0,3,1,14775,16,200,2,5629,2
1136,1,0,2,1,12533,13,0,0,5626,2
1137,1,0,1,1,1770,9,250,3,5622,2
1138,1,0,4,1,49052,15,0,0,5617,0
1139,1,0,1,1,4066,10,0,0,5225,2
1140,1,0,5,1,72129,14,0,0,5107,0
1141,1,0,3,1,20809,14,0,0,5463,2
1142,1,0,1,1,0,0,0,0,5566,2
1143,1,0,3,1,22506,22,150,1,5323,0
1144,1,0,1,1,28964,7,0,0,5479,2
1145,1,0,1,1,8500,4,0,0,5520,2
1146,1,0,1,1,7225,11,2750,7,5238,2
1147,1,0,1,1,15062,2,0,0,5556,2
