,Bonus_trans,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles
777,4,245758,0,1,1,1,2750
778,1,63587,0,1,1,1,500
779,15,15088,0,1,1,1,5625
780,14,152539,0,5,1,1,65972
781,23,333500,0,5,1,1,69780
782,9,15064,0,1,1,1,2910
783,12,19032,0,1,1,1,2375
784,13,66434,0,3,1,1,13041
785,16,146097,0,2,1,1,6919
786,7,8207,0,1,1,1,1750
787,15,293648,0,3,1,1,22148
788,16,147472,0,3,1,1,20645
789,13,103993,0,3,1,1,14149
790,6,34651,0,1,1,1,4000
791,19,102339,0,4,1,1,47498
792,13,149167,0,4,1,1,48521
793,15,105249,0,4,1,1,36093
794,13,55610,0,1,2,1,5095
795,4,70391,0,1,1,1,6000
796,18,74645,0,4,1,1,40367
797,15,26939,0,4,1,1,29264
798,31,207655,500,5,1,1,78967
799,0,7421,0,1,1,1,0
800,13,74924,6286,4,1,1,59650
801,1,17599,0,1,1,1,100
802,1,5594,0,1,1,1,370
803,13,66122,0,3,1,1,11756
804,0,12024,0,1,1,1,0
805,10,42044,2253,3,1,1,11433
806,28,83105,0,4,1,1,65077
807,19,152063,0,4,1,1,34257
808,4,59546,0,3,1,1,20730
809,4,1258,0,1,1,1,475
810,7,75181,0,1,1,1,2455
811,22,68255,0,3,1,1,19077
812,16,58229,0,5,1,1,53108
813,14,97349,0,4,1,1,42774
814,14,131424,0,5,1,1,58814
815,9,24011,0,2,1,1,20442
816,0,64538,0,1,1,1,0
817,1,3832,0,1,1,1,1000
818,32,3268,0,4,1,1,52263
819,14,36790,0,1,1,1,7158
820,11,363165,2565,1,1,1,5950
821,7,179382,0,1,1,1,4225
822,4,218207,0,1,1,1,8500
823,14,765738,0,5,1,1,62133
824,0,54265,0,1,1,1,0
825,13,69959,0,3,1,1,16504
826,3,86380,2643,1,1,1,13500
827,0,48321,0,1,1,1,0
828,15,78130,0,4,1,1,37251
829,16,25333,0,3,1,1,11229
830,45,54522,0,3,1,1,21221
831,18,75413,0,4,1,1,31726
832,15,292533,0,5,1,1,64186
833,13,114932,8559,1,1,1,3150
834,22,18932,0,3,1,1,24660
835,19,35997,0,5,1,1,71171
836,15,136664,0,4,1,1,36024
837,13,173191,0,4,1,1,31503
838,2,16528,0,1,1,1,250
839,26,119932,0,3,1,1,22463
840,15,144171,0,4,1,1,33200
841,7,77109,0,5,1,1,60000
842,14,144973,0,3,1,1,23703
843,3,75027,0,1,1,1,1390
844,20,96387,0,4,1,1,43512
845,5,34854,0,1,1,1,750
846,8,44307,0,2,1,1,7944
847,19,73836,0,5,1,1,64748
848,0,20126,0,1,1,1,0
849,14,56268,0,4,1,1,33447
850,36,25629,0,4,1,5,107308
851,31,70774,0,3,1,1,32635
852,8,6371,0,1,1,1,1404
853,14,95595,0,3,1,1,12060
854,17,51843,0,4,1,1,40997
855,15,84868,0,4,1,1,33187
856,2,79629,0,1,1,1,2550
857,10,58620,0,1,1,1,2125
858,12,70380,0,5,1,1,74399
859,15,93473,0,3,1,1,20257
860,31,131621,0,2,1,1,27846
861,13,195563,0,3,1,1,16715
862,2,21138,0,1,1,1,4500
863,3,93319,0,1,1,1,270
864,14,56606,3818,4,1,1,61634
865,13,38763,0,4,1,1,34652
866,12,16430,0,2,1,1,8528
867,25,61440,0,2,1,1,8156
868,16,206648,0,1,1,1,5132
869,5,323273,0,1,1,1,9000
870,17,76702,0,3,1,1,21568
871,19,19348,0,3,1,1,17059
872,15,31669,0,2,1,1,8384
873,7,40902,0,1,1,1,4850
874,15,16906,0,1,1,1,2750
875,7,65508,0,1,1,1,14000
876,0,10152,0,1,1,1,0
877,28,21461,0,3,1,1,40806
878,12,28979,0,2,1,1,6494
879,11,24711,0,1,1,1,3193
880,18,301447,0,5,1,1,63866
881,15,234308,0,3,1,1,21078
882,0,37832,0,1,1,1,0
883,16,135168,0,4,1,1,29156
884,17,134650,0,4,1,1,40232
885,16,20665,0,3,1,1,19947
886,6,5546,0,1,1,1,2631
887,14,91736,0,4,1,1,26724
888,0,444159,0,1,1,1,0
889,4,94167,0,1,1,1,6500
890,24,132256,0,2,1,1,15040
891,51,149959,0,5,1,1,85844
892,1,104338,0,1,1,1,2500
893,14,38312,0,4,1,1,37419
894,2,1860,0,1,1,1,65
895,9,54337,0,1,1,1,2131
896,6,218763,8753,1,1,1,11650
897,6,26204,967,1,1,1,4030
898,0,27876,0,1,1,1,0
899,15,115533,0,2,1,1,8867
900,21,129412,0,5,1,1,62510
901,23,172110,9325,5,1,1,21382
902,4,143378,0,1,1,1,3000
903,14,120476,0,2,1,1,9406
904,16,15835,0,2,1,5,112171
905,35,289351,0,5,1,1,147787
906,14,32141,0,1,1,1,3500
907,2,967,0,1,1,1,980
908,0,20281,0,1,1,1,0
909,19,111072,0,4,1,1,50533
910,1,2111,0,1,1,1,100
911,23,322454,0,4,1,1,44591
912,1,4600,0,1,1,1,140
913,3,23390,0,1,1,1,1650
914,24,210496,0,1,1,1,9022
915,0,40189,0,1,1,1,0
916,0,21747,0,1,1,1,0
917,23,212051,0,5,1,1,76256
918,1,266200,0,1,1,1,5000
919,14,54148,0,4,1,1,40233
920,0,25512,0,1,1,1,0
921,2,28519,0,1,1,1,2125
922,21,219387,0,5,1,1,105913
923,11,163964,0,3,1,1,11385
924,4,49736,0,1,1,1,3200
925,1,10084,0,1,1,1,500
926,14,22988,0,2,1,1,9347
927,4,17739,0,1,1,1,437
928,6,152426,0,1,1,1,6000
929,10,34428,0,1,1,1,2625
930,16,124030,0,5,1,1,61599
931,12,17336,0,1,1,1,2375
932,18,290012,0,5,1,1,64360
933,14,29125,0,3,1,1,10930
934,14,83848,0,4,1,1,28202
935,21,133264,0,5,1,1,74067
936,16,124869,0,3,1,1,30116
937,13,39233,0,4,1,1,27545
938,16,13050,0,3,1,1,13617
939,13,90855,0,3,1,1,23992
940,19,44824,0,1,3,1,21107
941,10,3663,0,1,1,1,894
942,21,44293,0,3,1,1,21920
943,5,31319,0,1,1,1,7552
944,11,40757,0,3,1,1,14002
945,1,130356,0,1,1,1,150
946,14,125077,0,3,1,1,21881
947,21,226826,0,5,1,1,91660
948,15,38150,0,3,1,1,16688
949,9,20342,0,1,1,1,3291
950,13,45781,0,2,1,1,6498
951,4,144525,0,1,1,1,2833
952,15,37571,0,2,1,1,7197
953,14,112013,0,3,1,1,24943
954,16,30638,0,3,1,1,48963
955,23,55997,0,5,1,1,68320
956,13,11447,0,1,1,1,1945
957,0,17778,0,1,1,1,0
958,43,13375,4301,4,1,1,15732
959,19,118572,0,3,1,1,21426
960,0,13720,0,1,1,1,0
961,0,11030,0,1,1,1,0
962,22,8651,0,4,1,1,41586
963,16,281626,0,5,1,1,53521
964,15,26367,0,3,1,1,19649
965,4,120945,0,1,1,1,4300
966,35,2843,0,4,1,1,44130
967,0,11782,0,1,1,1,0
968,4,89480,0,1,1,1,2946
969,24,20702,0,4,1,1,30451
970,16,15108,0,1,1,1,2850
971,13,24917,0,3,1,1,16239
972,46,132910,0,5,1,1,75540
973,10,61227,0,2,1,1,6957
974,7,2117,0,1,1,1,769
975,26,38964,0,3,1,1,35166
976,20,20498,0,1,1,1,7826
977,15,131554,0,5,1,1,64937
978,13,55661,0,3,1,1,15107
979,15,84949,0,4,1,1,41854
980,28,139897,0,3,1,1,21065
981,9,155587,0,1,1,1,6893
982,6,24310,0,1,1,1,2815
983,21,106115,0,3,1,1,16197
984,15,238641,0,5,1,1,61971
985,0,70671,0,1,1,1,0
986,12,31593,0,1,1,1,3128
987,12,101397,0,3,1,1,19173
988,15,133052,0,3,1,1,17424
989,19,37252,0,3,1,1,15774
990,0,15241,0,1,1,1,0
991,32,21101,0,1,1,1,7171
992,20,80612,0,4,1,1,32334
993,14,45542,0,5,1,1,59012
994,11,5274,0,1,1,1,2074
995,17,101089,0,3,1,1,23503
996,0,7560,0,1,1,1,0
997,16,255797,0,5,1,1,62107
998,52,192046,0,4,1,1,54818
999,12,370596,0,5,1,1,50120
1000,6,141491,0,5,1,1,63060
1001,14,89527,0,3,1,1,22206
1002,0,330644,0,1,1,1,0
1003,16,49430,0,4,1,1,31471
1004,24,114070,0,2,1,1,16293
1005,12,124004,0,2,1,1,9982
1006,0,10497,0,1,1,1,0
1007,4,8327,0,1,1,1,2900
1008,14,25463,0,2,1,1,7973
1009,21,85036,0,4,1,1,43825
1010,11,11449,0,1,1,1,24415
1011,0,54392,0,1,1,1,0
1012,12,52577,0,1,1,1,441
1013,1,80174,0,1,1,1,500
1014,19,96827,1094,1,1,1,12100
1015,14,9489,0,1,1,1,5359
1016,6,57587,0,1,1,1,2620
1017,15,131306,0,3,1,1,32115
1018,21,39985,0,3,1,1,15103
1019,9,71627,0,1,1,1,3225
1020,11,161396,0,3,1,1,26695
1021,5,81300,0,1,1,1,3750
1022,30,66015,0,2,1,1,26706
1023,1,7800,0,1,1,1,200
1024,4,27348,0,1,1,1,3084
1025,6,153554,0,1,1,1,11786
1026,3,42990,0,1,1,1,5345
1027,0,16664,0,1,1,1,0
1028,7,37618,0,3,1,1,17385
1029,12,53384,0,3,1,1,16907
1030,7,43326,0,1,1,1,1100
1031,12,113683,0,3,1,1,11821
1032,35,77930,0,4,1,1,37541
1033,16,27625,0,3,1,1,27799
1034,7,33835,0,1,1,1,2280
1035,16,170049,3692,2,1,1,10232
1036,33,154664,0,4,1,3,73881
1037,17,36935,0,4,1,1,34448
1038,1,67904,0,1,1,1,81
1039,16,57434,0,2,1,1,11140
1040,5,11031,0,1,1,1,1600
1041,13,78268,0,1,1,1,6172
1042,29,98213,0,5,1,1,68013
1043,13,9430,0,3,1,1,11323
1044,3,5195,0,1,1,1,33050
1045,2,9793,0,1,1,1,3100
1046,14,34690,0,3,1,1,18124
1047,13,138368,0,5,1,1,68663
1048,14,63547,0,4,1,1,31745
1049,20,217130,0,4,1,1,51202
1050,4,14106,0,1,1,1,475
1051,18,44026,0,2,1,1,12282
1052,18,62183,1896,4,1,1,38635
1053,18,165534,0,5,1,1,71312
1054,9,45358,0,3,1,1,14507
1055,16,72325,0,5,1,1,56792
1056,16,190285,0,5,1,1,69262
1057,15,235567,0,3,1,1,16106
1058,27,305519,0,5,1,1,79216
1059,6,161546,0,1,1,1,8042
1060,13,38884,0,1,1,1,2850
1061,17,42040,1000,1,1,1,14189
1062,14,96988,0,2,1,1,7761
1063,3,24394,0,1,1,1,3250
1064,29,354641,0,5,1,1,77694
1065,16,39313,0,3,1,1,24091
1066,14,468,0,1,1,1,26650
1067,17,146014,0,4,1,1,26366
1068,12,42999,0,4,1,1,33801
1069,14,37163,0,3,1,1,19318
1070,14,6158,0,4,1,1,27754
1071,17,108904,0,3,1,1,19931
1072,1,25168,0,1,1,1,500
1073,12,68454,0,3,1,1,13667
1074,15,70877,0,2,1,1,8956
1075,5,1057,0,1,1,1,433
1076,12,35342,0,5,1,1,70454
1077,0,16992,0,1,1,1,0
1078,10,2558,0,1,1,1,6264
1079,3,196093,0,1,1,1,14000
1080,1,269558,0,1,1,1,10000
1081,2,88500,0,1,1,1,2500
1082,9,8719,0,1,1,1,2000
1083,16,36936,0,1,1,1,2875
1084,12,427357,0,2,1,1,6027
1085,17,258422,0,4,1,1,48708
1086,14,75428,0,2,1,1,7539
1087,12,34383,0,3,1,1,22956
1088,3,82120,0,1,1,1,8000
1089,2,34546,0,1,1,1,1500
1090,6,92641,0,1,1,1,5265
1091,3,95100,0,1,1,1,1250
1092,0,19960,0,1,1,1,0
1093,18,47150,0,4,1,1,39561
1094,3,1650,0,1,1,1,1250
1095,16,100992,0,1,1,1,8144
1096,12,68610,0,2,1,1,6115
1097,9,75684,0,2,1,1,27320
1098,10,42438,0,1,1,1,519
1099,20,17645,0,4,1,1,60978
1100,0,24545,0,1,1,1,0
1101,10,84633,0,3,1,1,10771
1102,21,103891,1388,5,1,1,140573
1103,38,39847,0,5,1,1,95918
1104,13,47938,0,3,1,1,12656
1105,20,88929,0,4,1,1,44932
1106,30,129866,0,5,1,1,66150
1107,3,22585,0,1,1,1,3430
1108,19,47394,0,2,1,1,31347
1109,14,73640,0,2,1,1,10192
1110,20,247743,0,4,1,1,51296
1111,27,295008,0,5,1,1,136704
1112,21,117543,4116,4,1,1,32355
1113,20,102803,0,5,1,1,90605
1114,16,89945,0,2,1,1,14218
1115,8,739476,0,1,1,1,24215
1116,13,69337,0,3,1,1,17740
1117,17,140866,0,3,1,1,15906
1118,0,25634,2505,1,1,1,0
1119,9,82078,0,4,1,1,40279
1120,1,33327,0,1,1,1,1000
1121,13,95783,0,3,1,1,14506
1122,34,27591,0,1,1,1,8209
1123,15,82114,0,5,1,1,58335
1124,25,15917,2586,5,1,1,105449
1125,16,140511,0,4,1,1,32105
1126,30,375927,0,2,1,1,18202
1127,12,28223,0,2,1,1,8625
1128,14,33129,0,3,1,1,30775
1129,4,1625,0,1,1,1,1375
1130,15,52819,0,4,1,1,37535
1131,7,3507,1745,1,1,1,14500
1132,1,14769,0,1,1,1,500
1133,8,37215,0,2,1,1,8199
1134,21,115655,0,4,1,1,64968
1135,16,179251,0,3,1,1,14775
1136,13,24418,0,2,1,1,12533
1137,9,34562,0,1,1,1,1770
1138,15,144570,0,4,1,1,49052
1139,10,24813,0,1,1,1,4066
1140,14,48803,0,5,1,1,72129
1141,14,22116,0,3,1,1,20809
1142,0,8516,0,1,1,1,0
1143,22,36079,0,3,1,1,22506
1144,7,16872,0,1,1,1,28964
1145,4,62895,0,1,1,1,8500
1146,11,7383,0,1,1,1,7225
1147,2,2261,0,1,1,1,15062
1148,20,66950,0,1,1,1,17303
1149,13,84856,0,1,2,1,6894
1150,17,71128,2919,1,1,1,17950
1151,6,39654,0,1,1,1,1625
1152,1,25214,0,1,1,1,1000
1153,15,48775,0,3,1,1,17494
1154,22,81952,0,5,1,1,64754
1155,14,46535,0,3,1,1,25891
1156,10,23130,0,1,1,1,5032
1157,21,100443,0,3,1,1,12744
1158,14,139664,0,5,1,1,63706
1159,0,31769,0,1,1,1,0
1160,14,60170,0,3,1,1,17235
1161,0,33373,0,1,1,1,0
1162,11,59385,0,3,1,1,22914
1163,39,210040,0,5,1,1,77333
1164,25,23379,0,2,1,1,11712
1165,12,22372,0,3,1,1,14766
1166,7,23120,0,1,1,1,4231
1167,3,46157,0,1,1,1,1625
1168,15,94896,0,4,1,1,38127
1169,15,12091,0,4,1,1,29271
1170,11,56451,0,2,1,1,9302
1171,22,106309,0,3,1,1,21873
1172,18,121853,0,3,1,1,18120
1173,19,4137,0,3,1,1,15891
1174,15,21676,0,3,1,1,15392
1175,13,36644,0,3,1,1,14506
1176,20,77102,0,3,1,1,13175
1177,10,32214,11148,3,1,1,12717
1178,14,42351,0,4,1,1,28959
1179,7,34450,0,1,1,1,26996
1180,3,4151,0,1,1,1,375
1181,18,60646,888,5,1,1,57011
1182,3,44331,0,1,1,1,2850
1183,13,76742,0,3,1,1,17910
1184,3,27993,0,1,1,1,6000
1185,15,67770,0,3,1,1,23960
1186,25,30554,0,4,1,1,38243
1187,30,123646,0,1,1,1,12450
1188,15,837979,0,1,1,1,18372
1189,0,6584,0,1,1,1,0
1190,4,17489,0,1,1,1,5565
1191,6,28941,0,1,1,1,2935
1192,11,19085,0,1,1,1,827
1193,31,56480,0,4,1,1,35841
1194,0,8320,0,1,1,1,0
1195,5,13640,0,1,1,1,1500
1196,4,14739,0,1,1,1,1800
1197,12,30594,0,1,1,1,3250
1198,0,11162,0,1,1,1,0
1199,0,15964,0,1,1,1,0
1200,14,5583,0,1,1,1,3147
1201,9,38822,0,1,1,1,2000
1202,0,2305,0,1,1,1,0
1203,10,39372,0,1,1,1,4296
1204,8,25125,0,1,1,1,1875
1205,3,10288,0,1,1,1,1250
1206,19,135149,0,1,1,1,15300
1207,3,4916,0,1,1,1,900
1208,18,163976,0,4,1,1,39098
1209,4,207021,0,1,1,1,3600
1210,23,104442,0,4,1,1,38180
1211,16,131992,0,3,1,1,12504
1212,0,2278,0,1,1,1,0
1213,18,34086,0,3,1,1,19669
1214,3,8740,0,1,1,1,1250
1215,13,241918,0,4,1,1,40945
1216,14,26748,0,3,1,1,11981
1217,5,65969,0,1,1,1,2550
1218,0,10009,0,1,1,1,0
1219,9,378759,0,1,1,1,28904
1220,11,40965,10098,1,1,1,9850
1221,19,57509,0,4,1,1,52449
1222,17,71503,0,1,1,1,7819
1223,16,110247,0,3,1,1,13690
1224,27,83572,745,5,1,1,101110
1225,26,106234,5124,2,1,1,11160
1226,16,28205,0,5,1,1,101685
1227,15,7239,0,3,1,1,15835
1228,0,63638,0,1,1,1,0
1229,4,31967,0,1,1,1,1600
1230,10,97752,0,1,1,1,3676
1231,0,8327,0,1,1,1,0
1232,15,10179,0,2,1,1,5321
1233,4,23786,0,1,1,1,16950
1234,25,33020,0,1,1,1,6155
1235,4,35316,0,1,1,1,1250
1236,17,146086,0,1,1,1,6950
1237,4,15352,0,1,1,1,1350
1238,1,13522,0,1,1,1,5000
1239,0,13949,0,1,1,1,0
1240,11,99405,0,1,1,1,14150
1241,14,50016,0,3,1,1,13495
1242,10,23696,0,2,1,1,5577
1243,0,55384,967,1,1,1,0
1244,30,166465,0,4,1,4,98717
1245,30,95207,0,3,1,1,30652
1246,2,80431,0,1,1,1,2150
1247,19,49288,0,3,1,1,12538
1248,14,81291,0,2,1,1,10522
1249,35,48877,0,2,1,1,11761
1250,18,164884,0,4,1,1,35226
1251,3,29707,0,1,1,1,300
1252,20,26325,0,2,1,1,14559
1253,5,28553,0,3,1,1,13844
1254,20,152421,0,3,1,1,17045
1255,0,17699,0,1,1,1,0
1256,15,70565,2408,1,1,1,25261
1257,1,15450,0,1,1,1,50
1258,25,71736,0,5,1,1,53602
1259,7,37926,0,3,1,1,25153
1260,13,58628,0,3,1,1,22581
1261,6,31007,0,1,1,1,5700
1262,15,11494,0,1,1,1,8425
1263,3,27469,0,1,1,1,1
1264,6,44760,0,1,1,1,3105
1265,13,7210,0,1,1,1,2402
1266,14,92402,0,4,1,1,40825
1267,15,22831,0,1,1,1,4500
1268,32,59113,0,4,1,1,46808
1269,21,24608,0,5,1,1,62774
1270,13,16103,0,1,3,1,10819
1271,4,51261,0,1,1,1,2000
1272,5,24698,0,1,1,1,1329
1273,19,88177,0,5,1,1,53468
1274,3,74453,0,1,1,1,5500
1275,12,39601,0,1,1,1,4066
1276,0,1227,0,1,1,1,0
1277,9,138254,0,1,1,1,24100
1278,4,18046,0,1,1,1,162
1279,8,108395,0,2,1,1,8598
1280,4,21839,0,1,1,1,1375
1281,16,11542,0,4,1,1,49100
1282,35,41648,0,4,1,1,32117
1283,29,39908,0,4,1,1,45824
1284,2,14889,0,1,1,1,1500
1285,26,103796,0,5,1,1,63335
1286,2,69323,0,1,1,1,5140
1287,13,21599,0,2,1,1,5561
1288,17,60936,0,5,1,1,56381
1289,2,148053,0,1,1,1,10250
1290,2,10702,0,1,1,1,200
1291,1,249,0,1,1,1,1000
1292,13,36290,0,1,1,1,8600
1293,16,157416,0,5,1,1,67795
1294,11,1511,0,1,1,1,2250
1295,13,184701,0,4,1,1,45629
1296,0,139298,0,1,1,1,0
1297,13,82380,0,1,1,1,2601
1298,20,115591,867,1,1,1,9500
1299,5,107333,0,1,1,1,4374
1300,40,737514,0,3,1,4,43993
1301,0,23023,0,1,1,1,0
1302,12,43403,1846,1,1,1,3350
1303,13,15719,0,2,1,1,5740
1304,3,128676,0,1,1,1,8500
1305,6,8836,0,1,1,1,4788
1306,25,94875,0,5,1,1,58314
1307,12,27243,0,2,1,1,6785
1308,13,64969,0,1,1,1,1135
1309,0,6112,0,1,1,1,0
1310,20,71784,0,4,1,1,39276
1311,11,31484,0,1,1,1,3125
1312,0,17995,0,1,1,1,0
1313,15,40994,0,4,1,1,26916
1314,31,286101,1000,5,1,1,72965
1315,19,205219,0,4,1,1,30347
1316,8,74777,0,2,1,1,20630
1317,17,218191,0,3,1,1,24630
1318,0,22132,0,1,1,1,0
1319,13,83508,1514,1,1,1,11268
1320,13,88122,0,3,1,1,19408
1321,38,152284,0,5,1,1,77045
1322,9,4146,0,1,1,1,3750
1323,0,25272,0,1,1,1,0
1324,3,21855,0,1,1,1,200
1325,13,63454,0,4,1,1,49068
1326,10,24292,0,2,1,1,6558
1327,16,60168,0,4,1,1,44133
1328,3,9554,0,1,1,1,2710
1329,15,30130,0,2,1,1,9192
1330,24,12665,0,1,1,1,4125
1331,1,9860,0,1,1,1,99
1332,1,10069,0,1,1,1,200
1333,0,2224,0,1,1,1,0
1334,0,40576,0,1,1,1,0
1335,4,5667,0,1,1,1,5667
1336,7,59791,0,1,1,1,3254
1337,16,128664,8019,4,1,1,44298
1338,2,126947,0,1,1,1,2350
1339,20,189235,0,3,1,1,20487
1340,5,38604,0,1,1,1,625
1341,18,73008,0,3,1,1,12930
1342,8,62942,500,1,1,1,4752
1343,5,33057,763,1,1,1,5190
1344,14,42572,0,3,1,1,21809
1345,9,38671,0,1,1,1,2200
1346,9,5320,0,1,1,1,2275
1347,14,228529,0,2,1,1,24687
1348,10,46272,0,1,1,1,5720
1349,14,113758,0,3,1,1,12616
1350,4,105458,0,1,1,1,750
1351,14,39946,0,3,1,1,16951
1352,15,92859,0,4,1,1,33378
1353,17,25158,0,5,1,1,52278
1354,6,82270,0,2,1,1,24612
1355,3,97155,0,2,1,1,10004
1356,17,153197,0,2,1,1,14712
1357,6,55864,0,1,1,1,3691
1358,19,23890,0,4,1,1,35574
1359,0,46545,1000,1,1,1,0
1360,0,7354,0,1,1,1,0
1361,1,45031,0,1,1,1,1000
1362,17,16125,0,3,1,1,23288
1363,1,200,0,1,1,1,200
1364,40,195754,0,5,1,1,98535
1365,17,54189,0,2,1,1,8940
1366,3,15439,0,1,1,1,490
1367,3,56308,0,1,1,1,2500
1368,0,1000,0,1,1,1,0
1369,3,45412,0,1,1,1,1100
1370,15,21582,0,3,1,1,10811
1371,0,16866,0,1,1,1,0
1372,18,86011,0,4,1,1,31769
1373,10,31786,0,1,1,1,2661
1374,3,16994,0,1,1,1,1550
1375,0,5824,0,1,1,1,0
1376,7,17587,0,1,1,1,17587
1377,0,1000,0,1,1,1,0
1378,17,91670,0,4,1,1,48193
1379,23,92800,0,5,1,1,62042
1380,17,31134,0,3,1,1,20108
1381,13,57002,0,1,1,1,2570
1382,16,66516,0,4,1,1,45406
1383,16,18154,0,1,2,1,7748
1384,24,320997,2556,5,1,1,82255
1385,16,14345,0,4,1,1,50752
1386,4,43603,0,1,1,1,17100
1387,4,1836,0,1,1,1,850
1388,13,156041,0,2,1,1,5644
1389,22,49145,0,1,2,1,12755
1390,4,11648,0,1,1,1,475
1391,28,14525,0,1,1,1,4625
1392,15,10689,0,1,1,1,2750
1393,1,37552,0,1,1,1,100
1394,14,210350,0,5,1,1,56754
1395,16,26156,0,3,1,1,23831
1396,6,32061,0,1,1,1,1100
1397,29,355145,0,5,1,1,61926
1398,0,6000,0,1,1,1,0
1399,11,30892,0,3,1,1,11474
1400,13,29263,0,3,1,1,15184
1401,21,221432,0,4,1,1,31975
1402,16,43761,0,1,1,1,5398
1403,2,21393,0,1,1,1,5040
1404,9,108950,0,1,1,1,3300
1405,19,25089,0,4,1,1,40763
1406,19,77709,0,4,1,1,36028
1407,17,22533,1000,4,1,1,22206
1408,13,25302,0,3,1,1,11312
1409,0,11908,0,1,1,1,0
1410,9,176982,0,1,1,1,2299
1411,15,8723,0,5,1,1,77923
1412,9,9071,0,1,1,1,1647
1413,15,144848,0,4,1,1,37056
1414,15,130364,0,5,1,1,62083
1415,13,15592,4924,4,1,1,37173
1416,7,25404,0,1,1,1,2125
1417,21,34584,0,1,1,1,6962
1418,27,32313,0,4,1,1,29188
1419,24,168897,0,4,1,1,37451
1420,14,68891,1697,4,1,1,37257
1421,0,18068,0,1,1,1,0
1422,20,137134,0,5,1,1,92740
1423,1,26561,0,1,1,1,100
1424,11,22093,0,3,1,1,14857
1425,19,58538,1739,4,1,1,48670
1426,19,29667,0,1,1,1,5304
1427,13,88093,0,3,1,1,15518
1428,12,472241,500,1,1,1,3600
1429,19,62569,0,4,1,1,33765
1430,18,20982,0,4,1,1,44238
1431,2,44665,0,1,1,1,333
1432,4,22639,0,1,1,1,1840
1433,27,120152,0,1,1,1,6250
1434,14,51402,0,1,1,1,4375
1435,3,32749,0,1,1,1,450
1436,20,170309,0,5,1,1,66546
1437,18,18924,0,1,1,1,4000
1438,14,61919,0,4,1,1,39163
1439,12,193547,0,1,1,1,3544
1440,3,57927,0,1,1,1,1500
1441,21,161321,0,5,1,1,59645
1442,5,66936,2370,1,1,1,3450
1443,10,72178,0,1,1,1,2100
1444,3,33964,0,1,1,1,300
1445,16,94272,0,3,1,1,11098
1446,5,53360,0,1,1,1,7251
1447,0,3578,0,1,1,1,0
1448,4,29342,0,2,1,1,5835
1449,13,28228,0,3,1,1,12948
1450,19,118601,0,5,1,1,51240
1451,14,24660,0,2,1,1,7206
1452,18,147822,0,4,1,1,42469
1453,38,190208,0,4,1,1,37122
1454,1,2625,0,1,1,1,125
1455,14,49438,0,4,1,1,33912
1456,9,24930,0,3,1,1,13060
1457,11,89835,0,2,1,1,9058
1458,18,46734,0,2,1,1,10007
1459,9,315273,0,1,1,1,12584
1460,1,50,0,1,1,1,50
1461,29,97416,0,5,1,1,63679
1462,21,127768,0,5,1,1,65264
1463,15,139882,0,4,1,1,47089
1464,0,10740,0,1,1,1,0
1465,3,57330,0,1,1,1,380
1466,14,33560,0,1,1,1,2600
1467,10,53210,0,1,1,1,11422
1468,0,9795,0,1,1,1,0
1469,15,16984,0,2,1,1,10334
1470,20,46349,0,4,1,1,33923
1471,16,118079,0,4,1,1,43298
1472,0,29632,0,1,1,1,0
1473,14,164307,0,3,1,1,21704
1474,0,13490,0,1,1,1,0
1475,6,36296,0,1,1,1,5780
1476,11,190429,6168,1,1,1,27500
1477,15,120447,0,5,1,1,53804
1478,11,35094,0,1,1,1,4000
1479,31,208804,0,5,1,1,56204
1480,0,30662,0,1,1,1,0
1481,18,157452,0,4,1,1,45312
1482,12,24266,0,1,1,1,2375
1483,27,49991,0,4,1,1,44146
1484,6,42275,925,1,1,1,4100
1485,7,59162,0,1,1,1,2520
1486,19,109625,0,5,1,1,63372
1487,0,30486,0,1,1,1,0
1488,22,240904,2288,4,1,1,63385
1489,30,266776,0,1,1,1,8370
1490,4,20818,0,1,1,1,15214
1491,7,106509,0,1,1,1,1113
1492,4,65982,0,1,1,1,1750
1493,9,9002,0,1,1,1,1586
1494,15,16088,0,3,1,1,17872
1495,8,10079,0,1,1,1,569
1496,18,48863,0,5,1,1,71013
1497,6,137402,0,1,1,1,950
1498,1,71076,1000,1,1,1,10000
1499,4,20630,0,1,1,1,2045
1500,20,119180,1467,1,1,1,9275
1501,14,54116,1846,3,1,1,34997
1502,6,36665,0,1,1,1,1625
1503,18,507371,0,4,1,1,51765
1504,12,48721,0,1,1,1,18781
1505,20,391222,0,3,1,1,27471
1506,15,88668,0,2,1,1,9889
1507,11,46074,0,1,1,1,2193
1508,2,1923,0,1,1,1,1170
1509,27,46030,0,1,1,1,4375
1510,13,31236,0,1,1,1,2250
1511,0,18351,0,1,1,1,0
1512,2,4779,0,1,1,1,600
1513,8,124775,1704,1,1,1,11564
1514,12,66923,0,3,1,1,17139
1515,3,24008,0,1,1,1,540
1516,10,118415,2329,1,1,1,4475
1517,3,2793,0,1,1,1,8000
1518,4,70464,0,1,1,1,4000
1519,13,71930,0,4,1,1,32774
1520,13,126484,0,1,1,1,5942
1521,18,39503,0,3,1,1,16671
1522,0,7291,0,1,1,1,0
1523,16,4838,0,3,1,1,23592
1524,14,73811,0,3,1,1,25394
1525,24,156219,0,5,1,1,55874
1526,15,114376,0,4,1,1,33949
